brand,currency,min_price,rating,five_star_scale_rating,ratings_count,condition_label,condition_description,seller_note,processor,screen_size_inches,manufacturer_color,color,hard_drive_size,hard_drive_size_unit,ram_size,ram_size_unit,ssd_size,ssd_size_unit,gpu_type,processor_speed,processor_speed_unit,laptop_type,release_year,display_width,display_height,model,os,features,country_of_manufacturer,storage_type
dell,$,170.99,,,,very_good_refurbished,"The item shows minimal wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to very good condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.","“Our laptops go through an INTENSIVE 41-point inspection. Refurbished by certified professionals, ...  Read moreabout the seller notes“Our laptops go through an INTENSIVE 41-point inspection. Refurbished by certified professionals, this laptop comes with a 90-day warranty. Our laptops are in very good refurbished condition, which means they may have scratches, scuffs, and/or small dings which DO NOT affect the functionality of the laptop. These pictures are representative of the condition of the unit you will receive. The ports that are pictured may not be on your unit. Please contact us to confirm if there is a specific port you are looking for. If you have any questions regarding our cosmetic grading, please feel free to ask us. F5, C6 - Non-Data; Very Good - Refurbished” Read Lessabout the seller notes",intel_core_i5_8th_gen,14.0,other,black,,,16.0,gigabytes,500.0,gigabytes,intel,1.7,GHz,laptop,2018,,,dell_latitude_5490,windows,wi-fi,unknown,ssd
dell,$,149.99,5_out_of_5_stars,5.0,1,no_label,No description,,intel_core_i5_6th_gen,14.0,other,black,128.0,gigabytes,16.0,gigabytes,512.0,gigabytes,intel,2.4,GHz,laptop,,1920,1080,,windows,"touchid,rugged,stylus,lte,forcetouchtrackpad,backlitkeyboard,built-inmicrophone,built-inwebcam,widescreendisplay,bluetooth,multi-touchtrackpad,opticaldrive,touchscreen,10/100lancard,wi-fi",unknown,ssd
unknown,$,1027.73,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,burgundy,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,299.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“100% Factory Reset to Default Settings | 100% Functional | Tested by in-house Certified Technician ...  Read moreabout the seller notes“100% Factory Reset to Default Settings | 100% Functional | Tested by in-house Certified Technician | Professionally Maintained | Well Packaged | Genuine Photos | Buy with Confidence” Read Lessabout the seller notes,intel_core_i5_8th_gen,14.0,other,black,1.0,terabytes,32.0,gigabytes,1.0,terabytes,intel,5.0,GHz,laptop,,1920,1080,lenovo_thinkpad_t480,windows,,unknown,ssd
dell,$,377.2,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,black,,unknown,,,240.0,gigabytes,intel,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
sgin,$,149.0,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_celeron_n,15.6,other,silver,128.0,gigabytes,4.0,gigabytes,128.0,gigabytes,intel,1.1,GHz,laptop,2023,1366,768,sginm15,windows,"bluetooth,built-inwebcam,built-inmicrophone",unknown,hdd_or_ssd
fujitsu_siemens,$,428.11,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_4th_generation,13.0,other,other,,unknown,,,120.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e734,windows,"10/100lancard,webcamintegrated,wi-fi,bluetooth",unknown,ssd
unknown,$,195.32,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
panasonic,$,79.99,5_out_of_5_stars,5.0,24,no_label,No description,,intel_core_i5_3rd_gen,10.1,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
acer,$,63.26,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_celeron,11.6,other,other,2.0,gigabytes,,,16.0,gigabytes,unknown,1.4,GHz,laptop,2013,,,acer_chromebook_c720,chrome,"bluetooth,built-inwebcam,wi-fi",unknown,ssd
lenovo,$,113.87,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“See Description For Item Grade”,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,485.68,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_3rd_generation,14.0,other,other,,unknown,,,2.0,terabytes,intel,3.1,GHz,laptop,,1280,720,e5430,windows,"10/100lancard,wi-fi",unknown,unknown
fujitsu_siemens,$,359.74,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,14.0,other,other,,unknown,,,256.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e736,windows,"10/100lancard,webcamintegrated,wi-fi,bluetooth",unknown,ssd
dell,$,450.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_8th_gen,15.6,other,black,256.0,gigabytes,,,256.0,gigabytes,intel,1.7,GHz,laptop,2018,1920,1080,dell_lat_5590_i58350u,windows,"10/100lancard,3dcamera,backlitkeyboard,bluetooth,built-inmicrophone,built-inwebcam,doublescreen",unknown,ssd
dell,$,234.09,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.","“This is a used item in average condition with cosmetic signs of use, shiny keys and trackpad, marks ...  Read moreabout the seller notes“This is a used item in average condition with cosmetic signs of use, shiny keys and trackpad, marks on the lid and on the edges. Please see pictures for details. Comes with a generic charger .” Read Lessabout the seller notes",intel_core_i7_5th_gen,12.5,other,other,,,8.0,gigabytes,256.0,gigabytes,intel,2.6,GHz,laptop,,,,dell_latitude_e7250,windows,"backlitkeyboard,built-inwebcam",unknown,ssd
hp,$,172.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“Excellent Working Condition, everything works,  Pretty Good Cosmetic Condition, unit has 1 dent on ...  Read moreabout the seller notes“Excellent Working Condition, everything works,  Pretty Good Cosmetic Condition, unit has 1 dent on the right side,  Actual Item Pictures attached.” Read Lessabout the seller notes",intel_core_i7_8th_gen,14.0,other,silver,256.0,gigabytes,8.0,gigabytes,256.0,gigabytes,intel,1.9,GHz,laptop,2020,1920,1080,elitebook_840_g5,windows,"bluetooth,built-inwebcam,wi-fi,spill-resistantkeyboard,backlitkeyboard,touchid",unknown,ssd
dell,$,279.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i7_6th_gen,14.0,other,black,1.0,terabytes,16.0,gigabytes,1.0,terabytes,unknown,2.6,GHz,laptop,,2560,1440,latitude_e7470,windows,"backlitkeyboard,bluetooth,built-inwebcam,wi-fi",unknown,ssd
dell,$,469.61,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,intel_core_i5_2nd_generation,15.0,other,other,,unknown,,,120.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e6520,windows,"10/100lancard,wi-fi",unknown,ssd
dell,$,74.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Working laptops that were retired from a corporate environment and refurbished by our trained ...  Read moreabout the seller notes“Working laptops that were retired from a corporate environment and refurbished by our trained technicians!” Read Lessabout the seller notes,intel_core_i5_1st_gen,13.3,other,silver,250.0,gigabytes,4.0,gigabytes,,unknown,intel,2.67,GHz,laptop,2010,1366,768,dell_latitude_e4310,windows,"10/100lancard,wi-fi",unknown,hdd
getac,$,333.33,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“NICE  CONDITION   *PLEASE SEE PHOTOS BELOW*”,intel_core_i5,14.0,other,blue,,unknown,16.0,gigabytes,500.0,gigabytes,unknown,2.6,GHz,other,,,,b300,windows,"backlitkeyboard,bluetooth,opticaldrive,rugged,stylus,touchid,touchscreen,wi-fi",unknown,ssd
fujitsu_siemens,$,400.71,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_4th_generation,13.0,other,other,,unknown,,,240.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e734,windows,"10/100lancard,webcamintegrated,wi-fi,bluetooth",unknown,ssd
dell,$,499.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“No major flaw, light scuffs to the plastic housing from normal use.  No screen imperfections.”",intel_core_i7,15.6,other,black,1.0,terabytes,16.0,gigabytes,1.0,terabytes,unknown,2.8,GHz,laptop,,,,,windows,wi-fi,unknown,ssd
lenovo,$,1132.13,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,14.0,other,black,,unknown,,,2.0,terabytes,intel,,unknown,unknown,,,,t470,windows,,unknown,unknown
samsung,$,63.26,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“See Description For Item Grade”,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,536.44,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,33.57,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,91.42,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,120.78,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,147.32,,,,excellent_refurbished,"The item is in like-new condition, backed by a one-year warranty.
    It has been professionally refurbished, inspected, and cleaned to excellent condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.","“Renew: Es handelt sich um Ausstellungsstücke, Vitrinen-, Vorführ-, Retourengeräte oder direkt vom ...  Read moreabout the seller notes“Renew: Es handelt sich um Ausstellungsstücke, Vitrinen-, Vorführ-, Retourengeräte oder direkt vom Hersteller generalüberholte Ware. Optisch in neuwertigem Zustand mit minimalen, auf den ersten Blick nicht zu erkennenden Gebrauchsspuren. Auch ""Renew""-Ware wird, wenn es nicht explizit etwas anderes erwähnt wird, in Originalverpackung versendet.” Read Lessabout the seller notes",,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,91.19,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
hp,$,389.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“item is in excellent cosmetic condition. all features and functions work as intended. original HP ...  Read moreabout the seller notes“item is in excellent cosmetic condition. all features and functions work as intended. original HP OEM charger included. Fully patched and all drivers and firmware updated.” Read Lessabout the seller notes,i7_1165g7,15.6,other,silver,512.0,gigabytes,16.0,gigabytes,512.0,gigabytes,intel,2.8,GHz,laptop,2020,1920,1080,hp_probook_450_g8,windows,"bluetooth,built-inwebcam,wi-fi,optanememory",unknown,ssd
unknown,$,195.32,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,453.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_7th_generation,15.0,other,other,,unknown,,,120.0,gigabytes,intel,2.0,GHz,laptop,,,,e570,windows,"touchid,10/100lancard,bluetooth,webcamintegrated,wi-fi,opticaldrive",unknown,hdd_or_ssd
dell,$,426.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_2nd_generation,15.0,other,other,,unknown,,,240.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e6520,windows,"10/100lancard,wi-fi",unknown,ssd
lenovo,$,175.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Very good condition. Small wears and tears from office use.”,intel_core_i7_6th_gen,14.0,other,other,256.0,gigabytes,16.0,gigabytes,256.0,gigabytes,unknown,2.5,GHz,laptop,,,,lenovo_thinkpad_t470,windows,backlitkeyboard,unknown,ssd
acer,$,89.95,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“This is a pre-owned laptop that is fully tested and 100% working condition. The item may have signs ...  Read moreabout the seller notes“This is a pre-owned laptop that is fully tested and 100% working condition. The item may have signs of use, such as scratches and dents. The display is tested and it may have some white spots. Inspected, cleaned and ready to use out of the box. Please see the pictures for details.” Read Lessabout the seller notes",intel_celeron,11.6,other,other,256.0,gigabytes,4.0,gigabytes,256.0,gigabytes,unknown,1.7,GHz,laptop,,,,acer_chromebook_c740,windows,,unknown,ssd
asus,$,69.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“Looks great!  needs bottom case and hard drive cover, see pictures”",intel_core_i5,15.6,other,black,750.0,gigabytes,6.0,gigabytes,,,intel,2.5,GHz,laptop,,,,k55a,windows,"bluetooth,built-inwebcam",unknown,hdd
unknown,$,371.09,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
dell,$,889.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Refurbished By Dell in Original Sealed Dell Outlet Packaging. Seal may be broken for upgrades.”,intel_core_i7_13th_gen,14.0,other,silver,,,32.0,gigabytes,512.0,gigabytes,unknown,,unknown,laptop,,,,dell_latitude_7440,unknown,"backlitkeyboard,bluetooth,built-inwebcam,touchscreen,wi-fi",unknown,ssd
fujitsu_siemens,$,588.38,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_4th_generation,13.0,other,other,,unknown,,,960.0,gigabytes,intel,,unknown,laptop,,1280,720,e734,windows,webcamintegrated,unknown,unknown
lenovo,$,200.0,4_5_out_of_5_stars,4.5,24,no_label,No description,,mediatek,10.1,multicolor,multicolor,,,4.0,gigabytes,128.0,gigabytes,mali,2.0,GHz,laptop,,1920,1200,samsung_chromebook,chrome,"bluetooth,built-inwebcam,wi-fi",unknown,hdd_or_ssd
dell,$,375.1,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,other,,unknown,,,480.0,gigabytes,intel,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
unknown,$,340.29,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,117.04,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
hp,$,250.0,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_celeron_n,14.0,other,other,64.0,gigabytes,4.0,gigabytes,64.0,gigabytes,unknown,,unknown,laptop,,,,,unknown,touchscreen,unknown,unknown
unknown,$,110.04,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lg,$,110.4,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,665.34,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_10th_generation,15.0,other,gray,,unknown,,,960.0,gigabytes,intel,1.0,GHz,laptop,,,,82c5,windows,"webcamintegrated,wi-fi,waterresistant,bluetooth",unknown,ssd
panasonic,$,495.0,,,,very_good_refurbished,"The item shows minimal wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to very good condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.","““Tested working. The Unit shows minor cosmetic signs of wear and tear (scratches, scuffing, etc.). ...  Read moreabout the seller notes““Tested working. The Unit shows minor cosmetic signs of wear and tear (scratches, scuffing, etc.). See pictures for details. Include an AC adapter. As the battery is used, battery life is NOT guaranteed.”” Read Lessabout the seller notes",intel_core_i5_7th_gen,12.0,other,silver,,,8.0,gigabytes,512.0,gigabytes,unknown,2.6,GHz,other,,,,panasonic_cf33,unknown,,unknown,ssd
lenovo,$,395.91,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,14.0,other,other,,unknown,,,240.0,gigabytes,intel,2.8,GHz,laptop,,,,t460s,windows,"touchid,10/100lancard,bluetooth,backlitkeyboard,webcamintegrated,wi-fi",unknown,unknown
dell,$,370.27,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_3rd_generation,14.0,other,black,,unknown,,,480.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e6430,windows,"10/100lancard,wi-fi",unknown,unknown
unknown,$,436.71,,,,excellent_refurbished,"The item is in like-new condition, backed by a one-year warranty.
    It has been professionally refurbished, inspected, and cleaned to excellent condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
hp,$,365.0,,,,very_good_refurbished,"The item shows minimal wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to very good condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.","““Tested working. The Unit shows minor cosmetic signs of wear and tear (scratches, scuffing, etc.). ...  Read moreabout the seller notes““Tested working. The Unit shows minor cosmetic signs of wear and tear (scratches, scuffing, etc.). See pictures for details. Include AC adapter. As the battery is used, battery life is NOT guaranteed.”” Read Lessabout the seller notes",intel_core_i7_8th_gen,15.6,other,silver,,,32.0,gigabytes,1.0,terabytes,intel,1.8,GHz,laptop,,,,hp_probook,windows,"bluetooth,built-inmicrophone,built-inwebcam,opticaldrive,wi-fi",unknown,ssd
unknown,$,92.62,,,,no_label,No description,,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,456.35,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
intel,$,126.53,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.","“This item is professionally refurbished. This item is in good condition. This item is used and ...  Read moreabout the seller notes“This item is professionally refurbished. This item is in good condition. This item is used and might show signs of usage such as scuffs, scratches, small pressure mark, hairline crack. Images are for illustration purposes only.” Read Lessabout the seller notes",intel_core_i5,12.5,other,other,250.0,gigabytes,4.0,gigabytes,120.0,gigabytes,intel,,unknown,laptop,,,,any,windows,"10/100lancard,built-inmicrophone,wi-fi",unknown,hdd_or_ssd
lg,$,589.0,4_out_of_5_stars,4.0,9,no_label,No description,,intel_core_i7_12th_gen,17.0,other,gray,,,16.0,gigabytes,512.0,gigabytes,intel,2.9,GHz,laptop,2022,2560,1600,gram,windows,,unknown,ssd
hp,$,152.95,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“The item shows moderate wear and will contain minor cosmetic issues such as scratches, cracks, or ...  Read moreabout the seller notes“The item shows moderate wear and will contain minor cosmetic issues such as scratches, cracks, or dents in the casing. Our products are refurbished, cleaned, and tested to be of the best quality possible. The item will have only OEM parts and a 30-Day free return.” Read Lessabout the seller notes",intel_core_i5_8th_gen,14.0,other,silver,,,8.0,gigabytes,120.0,gigabytes,intel,1.6,GHz,laptop,,1920,1080,hp_probook,windows,"backlitkeyboard,bluetooth,built-inmicrophone,built-inwebcam,wi-fi",unknown,ssd
dell,$,641.49,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,15.0,other,other,,unknown,,,960.0,gigabytes,amd,2.0,GHz,laptop,,1280,720,e6540,windows,"webcamintegrated,wi-fi,playersd,bluetooth",unknown,unknown
lenovo,$,139.99,4_5_out_of_5_stars,4.5,53,no_label,No description,,intel_core_i7_4th_gen,14.0,other,black,,,8.0,gigabytes,256.0,gigabytes,unknown,2.9,GHz,unknown,2018,1920,1080,lenovo_thinkpad_x1,windows,,unknown,ssd
hp,$,88.0,4_5_out_of_5_stars,4.5,11,no_label,No description,,intel_celeron_n,14.0,other,white,64.0,gigabytes,4.0,gigabytes,64.0,gigabytes,intel,1.1,GHz,laptop,2022,1366,768,14dq0052dx,windows,built-inmicrophone,unknown,emmc
microsoft,$,1909.01,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,319.02,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,58.97,,,,no_label,No description,,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,144.9,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.","“This Refurbished Laptop has been fully tested. The included Drive has been tested, wiped, and ...  Read moreabout the seller notes“This Refurbished Laptop has been fully tested. The included Drive has been tested, wiped, and reloaded with a fresh install of Windows. All ports are undamaged and free of any known defects. The exterior surfaces may contain evidence of previous use. This can include cosmetic blemishes such as scratches/ scuffs and other surface imperfections. The display is free of dead pixels, cracks, and white spots however may contain scratches that are not visible while the unit is powered on and will not limit visibility. All keys/ buttons press properly and function as intended. The battery has been tested and passed diagnostics.
The R2 Grade for this unit is C5/ F6.” Read Lessabout the seller notes",intel_core_i5_7th_gen,14.0,other,black,,unknown,8.0,gigabytes,256.0,gigabytes,intel,2.6,GHz,laptop,,1920,1080,dell_latitude_5480,windows,"built-inmicrophone,built-inwebcam",china,ssd
samsung,$,127.59,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
chuwi,$,202.45,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_celeron_n4020,14.1,other,gray,256.0,gigabytes,8.0,gigabytes,1.0,terabytes,intel,2.6,GHz,laptop,2021,1920,1080,chuwi_herobook_pro,windows,"built-inmicrophone,built-inwebcam",china,ssd
asus,$,84.11,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,269.99,5_out_of_5_stars,5.0,3,no_label,No description,,intel_core_i3_11th_gen,13.3,other,blue,,,8.0,gigabytes,256.0,gigabytes,intel,3.0,GHz,laptop,2022,1920,1080,lenovo_ideapad_flex_5_chrome_13itl6,chrome,"touchscreen,bluetooth,built-inwebcam,convertible2-in-1laptop/tablet,built-inmicrophone",unknown,ssd
unknown,$,229.59,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,other,,,,,unknown,,unknown,unknown
